cell_index,name,domain,move,attack,defense,hp,firepower,cost,prereq,icon,sprite,sound_select1,sound_move,sound_attack,source
73,Javelin Cavalry Rohan,0,3,4a,4d,10h,1f,3,lotr:ADVANCE_HORSE_RIDING_ROHAN,ICON_UNIT_JAVELIN_CAVALRY_ROHAN,SPRITE_JAVELIN_CAVALRY_ROHAN,SOUND_SELECT1_JAVELIN_CAVALRY_ROHAN,SOUND_MOVE_JAVELIN_CAVALRY_ROHAN,SOUND_ATTACK_JAVELIN_CAVALRY_ROHAN,lotr
75,Chariot Easterling,0,2,5a,4d,10h,1f,4,lotr:ADVANCE_CHARIOTS_EASTERLING,ICON_UNIT_CHARIOT_EASTERLING,SPRITE_CHARIOT_EASTERLING,SOUND_SELECT1_CHARIOT_EASTERLING,SOUND_MOVE_CHARIOT_EASTERLING,SOUND_ATTACK_CHARIOT_EASTERLING,lotr
77,Mounted Archer Rohan,0,4,4a,3d,10h,1f,6,lotr:ADVANCE_MOBILE_TACTICS_ROHAN,ICON_UNIT_MOUNTED_ARCHER_ROHAN,SPRITE_MOUNTED_ARCHER_ROHAN,SOUND_SELECT1_MOUNTED_ARCHER_ROHAN,SOUND_MOVE_MOUNTED_ARCHER_ROHAN,SOUND_ATTACK_MOUNTED_ARCHER_ROHAN,lotr
78,Mounted Archer Elves,0,4,3a,3d,10h,1f,6,lotr:ADVANCE_MOBILE_TACTICS_ELVES,ICON_UNIT_MOUNTED_ARCHER_ELVES,SPRITE_MOUNTED_ARCHER_ELVES,SOUND_SELECT1_MOUNTED_ARCHER_ELVES,SOUND_MOVE_MOUNTED_ARCHER_ELVES,SOUND_ATTACK_MOUNTED_ARCHER_ELVES,lotr
80,Horseman Elves,0,3,5a,6d,12h,1f,9,lotr:ADVANCE_HORSE_ARMOR_ELVES,ICON_UNIT_HORSEMAN_ELVES,SPRITE_HORSEMAN_ELVES,SOUND_SELECT1_HORSEMAN_ELVES,SOUND_MOVE_HORSEMAN_ELVES,SOUND_ATTACK_HORSEMAN_ELVES,lotr
81,Horseman Rohan,0,3,6a,6d,12h,1f,9,lotr:ADVANCE_HORSE_ARMOR_ROHAN,ICON_UNIT_HORSEMAN_ROHAN,SPRITE_HORSEMAN_ROHAN,SOUND_SELECT1_HORSEMAN_ROHAN,SOUND_MOVE_HORSEMAN_ROHAN,SOUND_ATTACK_HORSEMAN_ROHAN,lotr
87,Murmakil,0,3,9a,9d,17h,2f,19,lotr:ADVANCE_STIRRUP_HARADRIM,ICON_UNIT_MURMAKIL,SPRITE_MURMAKIL,SOUND_SELECT1_MURMAKIL,SOUND_MOVE_MURMAKIL,SOUND_ATTACK_MURMAKIL,lotr
89,Spearman Elite,0,2,4a,4d,12h,1f,3,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_SPEARMAN_ELITE,SPRITE_SPEARMAN_ELITE,SOUND_SELECT1_SPEARMAN_ELITE,SOUND_MOVE_SPEARMAN_ELITE,SOUND_ATTACK_SPEARMAN_ELITE,lotr
90,Spearman Orcs,0,1,4a,3d,10h,1f,2,MP,ICON_UNIT_SPEARMAN_ORCS,SPRITE_SPEARMAN_ORCS,SOUND_SELECT1_SPEARMAN_ORCS,SOUND_MOVE_SPEARMAN_ORCS,SOUND_ATTACK_SPEARMAN_ORCS,lotr
92,Warrior Elite,0,2,5a,5d,12h,1f,5,lotr:ADVANCE_COPPER_SMELTING_ANGMAR,ICON_UNIT_WARRIOR_ELITE,SPRITE_WARRIOR_ELITE,SOUND_SELECT1_WARRIOR_ELITE,SOUND_MOVE_WARRIOR_ELITE,SOUND_ATTACK_WARRIOR_ELITE,lotr
93,Warrior Orcs,0,1,5a,4d,10h,1f,3,MP,ICON_UNIT_WARRIOR_ORCS,SPRITE_WARRIOR_ORCS,SOUND_SELECT1_WARRIOR_ORCS,SOUND_MOVE_WARRIOR_ORCS,SOUND_ATTACK_WARRIOR_ORCS,lotr
95,Hoplite Elite,0,2,6a,6d,14h,1f,6,lotr:ADVANCE_CITY_STATE_GONDOR,ICON_UNIT_HOPLITE_ELITE,SPRITE_HOPLITE_ELITE,SOUND_SELECT1_HOPLITE_ELITE,SOUND_MOVE_HOPLITE_ELITE,SOUND_ATTACK_HOPLITE_ELITE,lotr
97,Hoplite Orcs,0,1,6a,5d,12h,1f,3,MP,ICON_UNIT_HOPLITE_ORCS,SPRITE_HOPLITE_ORCS,SOUND_SELECT1_HOPLITE_ORCS,SOUND_MOVE_HOPLITE_ORCS,SOUND_ATTACK_HOPLITE_ORCS,lotr
99,Hypaspists Elite,0,2,7a,7d,15h,1f,7,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_HYPASPISTS_ELITE,SPRITE_HYPASPISTS_ELITE,SOUND_SELECT1_HYPASPISTS_ELITE,SOUND_MOVE_HYPASPISTS_ELITE,SOUND_ATTACK_HYPASPISTS_ELITE,lotr
100,Hypaspists Orcs,0,1,7a,6d,13h,1f,5,Med,ICON_UNIT_HYPASPISTS_ORCS,SPRITE_HYPASPISTS_ORCS,SOUND_SELECT1_HYPASPISTS_ORCS,SOUND_MOVE_HYPASPISTS_ORCS,SOUND_ATTACK_HYPASPISTS_ORCS,lotr
103,Legion Elite,0,2,8a,8d,17h,2f,10,lotr:ADVANCE_BUREAUCRACY_EASTERLING,ICON_UNIT_LEGION_ELITE,SPRITE_LEGION_ELITE,SOUND_SELECT1_LEGION_ELITE,SOUND_MOVE_LEGION_ELITE,SOUND_ATTACK_LEGION_ELITE,lotr
104,Legion Isengard,0,2,8a,7d,15h,2f,7,lotr:ADVANCE_IRON_WORKING_ISENGARD,ICON_UNIT_LEGION_ISENGARD,SPRITE_LEGION_ISENGARD,SOUND_SELECT1_LEGION_ISENGARD,SOUND_MOVE_LEGION_ISENGARD,SOUND_ATTACK_LEGION_ISENGARD,lotr
105,Legion Orcs,0,1,8a,8d,15h,2f,7,Med,ICON_UNIT_LEGION_ORCS,SPRITE_LEGION_ORCS,SOUND_SELECT1_LEGION_ORCS,SOUND_MOVE_LEGION_ORCS,SOUND_ATTACK_LEGION_ORCS,lotr
106,Legion Dwarves,0,1,7a,9d,15h,2f,7,PT,ICON_UNIT_LEGION_DWARVES,SPRITE_LEGION_DWARVES,SOUND_SELECT1_LEGION_DWARVES,SOUND_MOVE_LEGION_DWARVES,SOUND_ATTACK_LEGION_DWARVES,lotr
108,Man At Arms Elite,0,2,10a,10d,18h,2f,13,lotr:ADVANCE_DICTATORSHIP_HARADRIM,ICON_UNIT_MAN_AT_ARMS_ELITE,SPRITE_MAN_AT_ARMS_ELITE,SOUND_SELECT1_MAN_AT_ARMS_ELITE,SOUND_MOVE_MAN_AT_ARMS_ELITE,SOUND_ATTACK_MAN_AT_ARMS_ELITE,lotr
109,Man At Arms Orcs,0,1,11a,9d,16h,2f,9,Met,ICON_UNIT_MAN_AT_ARMS_ORCS,SPRITE_MAN_AT_ARMS_ORCS,SOUND_SELECT1_MAN_AT_ARMS_ORCS,SOUND_MOVE_MAN_AT_ARMS_ORCS,SOUND_ATTACK_MAN_AT_ARMS_ORCS,lotr
112,Pikemen Elite,0,2,10a,12d,18h,2f,21,lotr:ADVANCE_TRIBUNAL_EMPIRE_EASTERLING,ICON_UNIT_PIKEMEN_ELITE,SPRITE_PIKEMEN_ELITE,SOUND_SELECT1_PIKEMEN_ELITE,SOUND_MOVE_PIKEMEN_ELITE,SOUND_ATTACK_PIKEMEN_ELITE,lotr
113,Pikemen Orcs,0,1,10a,12d,17h,2f,11,Met,ICON_UNIT_PIKEMEN_ORCS,SPRITE_PIKEMEN_ORCS,SOUND_SELECT1_PIKEMEN_ORCS,SOUND_MOVE_PIKEMEN_ORCS,SOUND_ATTACK_PIKEMEN_ORCS,lotr
119,Slinger Orcs,0,1,1a,1d,8h,1f,4,MP,ICON_UNIT_SLINGER_ORCS,SPRITE_SLINGER_ORCS,SOUND_SELECT1_SLINGER_ORCS,SOUND_MOVE_SLINGER_ORCS,SOUND_ATTACK_SLINGER_ORCS,lotr
120,Slinger Elves,0,1,1a,1d,8h,1f,4,lotr:ADVANCE_PROJECTILE_WEAPONS_ELVES,ICON_UNIT_SLINGER_ELVES,SPRITE_SLINGER_ELVES,SOUND_SELECT1_SLINGER_ELVES,SOUND_MOVE_SLINGER_ELVES,SOUND_ATTACK_SLINGER_ELVES,lotr
123,Archer Orcs,0,1,2a,2d,8h,1f,5,Med,ICON_UNIT_ARCHER_ORCS,SPRITE_ARCHER_ORCS,SOUND_SELECT1_ARCHER_ORCS,SOUND_MOVE_ARCHER_ORCS,SOUND_ATTACK_ARCHER_ORCS,lotr
124,Archer Elves,0,1,2a,2d,8h,1f,5,lotr:ADVANCE_ARCHERY_ELVES,ICON_UNIT_ARCHER_ELVES,SPRITE_ARCHER_ELVES,SOUND_SELECT1_ARCHER_ELVES,SOUND_MOVE_ARCHER_ELVES,SOUND_ATTACK_ARCHER_ELVES,lotr
126,Composite Archer Orcs,0,1,2a,2d,10h,2f,9,Met,ICON_UNIT_COMPOSITE_ARCHER_ORCS,SPRITE_COMPOSITE_ARCHER_ORCS,SOUND_SELECT1_COMPOSITE_ARCHER_ORCS,SOUND_MOVE_COMPOSITE_ARCHER_ORCS,SOUND_ATTACK_COMPOSITE_ARCHER_ORCS,lotr
127,Composite Archer Elves,0,1,3a,3d,10h,2f,8,lotr:ADVANCE_COMPOSITE_BOW_ELVES,ICON_UNIT_COMPOSITE_ARCHER_ELVES,SPRITE_COMPOSITE_ARCHER_ELVES,SOUND_SELECT1_COMPOSITE_ARCHER_ELVES,SOUND_MOVE_COMPOSITE_ARCHER_ELVES,SOUND_ATTACK_COMPOSITE_ARCHER_ELVES,lotr
129,Crossbowman Elves,0,1,4a,4d,15h,2f,11,lotr:ADVANCE_SIEGE_WEAPONS_ELVES,ICON_UNIT_CROSSBOWMAN_ELVES,SPRITE_CROSSBOWMAN_ELVES,SOUND_SELECT1_CROSSBOWMAN_ELVES,SOUND_MOVE_CROSSBOWMAN_ELVES,SOUND_ATTACK_CROSSBOWMAN_ELVES,lotr
132,Bireme Haradrim,2,5,4a,4d,12h,1f,4,lotr:ADVANCE_SAILS_HARADRIM,ICON_UNIT_BIREME_HARADRIM,SPRITE_BIREME_HARADRIM,SOUND_SELECT1_BIREME_HARADRIM,SOUND_MOVE_BIREME_HARADRIM,SOUND_ATTACK_BIREME_HARADRIM,lotr
148,Plunder,0,1,0a,1d,5h,1f,1,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER,SPRITE_PLUNDER,SOUND_SELECT1_PLUNDER,SOUND_MOVE_PLUNDER,SOUND_ATTACK_PLUNDER,lotr
149,Plunder Ii,0,1,0a,1d,5h,1f,2,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_PLUNDER_II,SPRITE_PLUNDER_II,SOUND_SELECT1_PLUNDER_II,SOUND_MOVE_PLUNDER_II,SOUND_ATTACK_PLUNDER_II,lotr
213,Catamaran,0,1,3a,3d,10h,1f,4,lotr:ADVANCE_HEXTAPUL,ICON_UNIT_CATAMARAN,SPRITE_CATAMARAN,SOUND_SELECT1_CATAMARAN,SOUND_MOVE_CATAMARAN,SOUND_ATTACK_CATAMARAN,lotr
