ADVANCE_ALCHEMY					"Alchemy"
UNIT_ELF_ARCHERS_SUMMARY			"Summary of Elf Archers."
UNIT_ELF_RIDERS_SUMMARY				"Summary of Elf Riders."
UNIT_ELF_WARRIORS_SUMMARY			"Summary of Elf Warriors."
UNIT_ELITE_ADVANCED_WARRIOR_SUMMARY		"Summary of Elite Advanced Warrior."
UNIT_ELITE_ARCHER_SUMMARY			"Summary of Elite Archer."
UNIT_ELITE_ARQUEBUSIER_SUMMARY			"Summary of Elite Arquebusier."
UNIT_ELITE_AUXILLIARY_LEGION_SUMMARY		"Summary of Elite Auxilliary Legion."
UNIT_ELITE_BELFROI_SUMMARY			"Summary of Elite Belfroi."
UNIT_ELITE_CATAPHRACT_SUMMARY			"Summary of Elite Cataphract."
UNIT_ELITE_CATAPULT_SUMMARY			"Summary of Elite Catapult."
UNIT_ELITE_CAVALRY_SUMMARY			"Summary of Elite Cavalry."
UNIT_ELITE_CHARIOT_SUMMARY			"Summary of Elite Chariot."
UNIT_ELITE_CHARIOT_ARCHER_SUMMARY		"Summary of Elite Chariot Archer."
UNIT_ELITE_CLUB_WARRIOR_SUMMARY			"Summary of Elite Club Warrior."
UNIT_ELITE_COMPOSITE_ARCHER_SUMMARY		"Summary of Elite Composite Archer."
UNIT_ELITE_CROSSBOWMAN_SUMMARY			"Summary of Elite Crossbowman."
UNIT_ELITE_DROMON_SUMMARY			"Summary of Elite Dromon."
UNIT_ELITE_EAGLE_ARCHER_SUMMARY			"Summary of Elite Eagle Archer."
UNIT_ELITE_EAGLE_WARRIOR_SUMMARY		"Summary of Elite Eagle Warrior."
UNIT_ELITE_ELEPHANT_WARRIOR_SUMMARY		"Summary of Elite Elephant Warrior."
UNIT_ELITE_FEUDAL_CAVALRY_SUMMARY		"Summary of Elite Feudal Cavalry."
UNIT_ELITE_FEUDAL_INFANTRY_SUMMARY		"Summary of Elite Feudal Infantry."
UNIT_ELITE_GALLEY_SUMMARY			"Summary of Elite Galley."
UNIT_ELITE_HALBERDIER_SUMMARY			"Summary of Elite Halberdier."
UNIT_ELITE_HEAVY_CAVALRY_SUMMARY		"Summary of Elite Heavy Cavalry."
UNIT_ELITE_HEAVY_SWORDSMAN_SUMMARY		"Summary of Elite Heavy Swordsman."
UNIT_ELITE_HEPTIREME_SUMMARY			"Summary of Elite Heptireme."
UNIT_ELITE_HOPLITE_SUMMARY			"Summary of Elite Hoplite."
UNIT_ELITE_HORSEMAN_SUMMARY			"Summary of Elite Horseman."
UNIT_ELITE_HOVER_INFANTRY_SUMMARY		"Summary of Elite Hover Infantry."
UNIT_ELITE_HYPASPIST_SUMMARY			"Summary of Elite Hypaspist."
UNIT_ELITE_HYPASPISTS_SUMMARY			"Summary of Elite Hypaspists."
UNIT_ELITE_INFANTRY_SUMMARY			"Summary of Elite Infantry."
UNIT_ELITE_INFANTRYMAN_SUMMARY			"Summary of Elite Infantryman."
UNIT_ELITE_JANISSARY_SUMMARY			"Summary of Elite Janissary."
UNIT_ELITE_JAVELIN_CAVALRY_SUMMARY		"Summary of Elite Javelin Cavalry."
UNIT_ELITE_KNIGHT_SUMMARY			"Summary of Elite Knight."
UNIT_ELITE_KNIGHT_TEMPLAR_SUMMARY		"Summary of Elite Knight Templar."
UNIT_ELITE_LEGION_SUMMARY			"Summary of Elite Legion."
UNIT_ELITE_LONGBOW_SUMMARY			"Summary of Elite Longbow."
UNIT_ELITE_MAMELUKE_SUMMARY			"Summary of Elite Mameluke."
UNIT_ELITE_MAN_AT_ARMS_SUMMARY			"Summary of Elite Man at Arms."
UNIT_ELITE_MARINE_SUMMARY			"Summary of Elite Marine."
UNIT_ELITE_MECHANISED_INFANTRY_SUMMARY		"Summary of Elite Mechanised Infantry."
UNIT_ELITE_MEDIEVAL_INFANTRY_SUMMARY		"Summary of Elite Medieval Infantry."
UNIT_ELITE_ONAGER_SUMMARY			"Summary of Elite Onager."
UNIT_ELITE_PELTAST_SUMMARY			"Summary of Elite Peltast."
UNIT_ELITE_PEZHETEROI_SUMMARY			"Summary of Elite Pezheteroi."
UNIT_ELITE_PHALANX_SUMMARY			"Summary of Elite Phalanx."
UNIT_ELITE_PIKEMAN_SUMMARY			"Summary of Elite Pikeman."
UNIT_ELITE_PIKEMEN_SUMMARY			"Summary of Elite Pikemen."
UNIT_ELITE_PRAETORIANS_SUMMARY			"Summary of Elite Praetorians."
UNIT_ELITE_SAMURAI_SUMMARY			"Summary of Elite Samurai."
UNIT_ELITE_SAPHIA_SUMMARY			"Summary of Elite Saphia."
UNIT_ELITE_SPEARMAN_SUMMARY			"Summary of Elite Spearman."
UNIT_ELITE_TEUTONIC_KNIGHT_SUMMARY		"Summary of Elite Teutonic Knight."
UNIT_ELITE_TREBUCHET_SUMMARY			"Summary of Elite Trebuchet."
UNIT_ELITE_TRIREME_SUMMARY			"Summary of Elite Trireme."
UNIT_ELLIDA_SUMMARY				"Summary of Ellida."
UNIT_ELVEN_ARCHERS_SUMMARY			"Summary of Elven Archers."
UNIT_EL_CID_SUMMARY				"Summary of El Cid."
UNIT_EMISSARY_SUMMARY				"Summary of Emissary."
UNIT_EMPATHIC_DIPLOMAT_SUMMARY			"Summary of Empathic Diplomat."
UNIT_ENCH_GIANT_SUMMARY				"Summary of Ench. Giant."
UNIT_ENCH_OGRE_SUMMARY				"Summary of Ench. Ogre."
UNIT_ENCH_PALADINS_SUMMARY			"Summary of Ench. Paladins."
UNIT_ENGINEERS_SUMMARY				"Summary of Engineers."
UNIT_ENVOY_SUMMARY				"Summary of Envoy."
UNIT_EPAMINONDAS_SUMMARY			"Summary of Epaminondas."
UNIT_EXPLORER_SUMMARY				"Summary of Explorer."
UNIT_FAERIE_SPRITE_SUMMARY			"Summary of Faerie Sprite."
UNIT_FANATICS_SUMMARY				"Summary of Fanatics."
UNIT_FELL_WRAITH_SUMMARY			"Summary of Fell Wraith."
UNIT_FEUDAL_CAVALRY_SUMMARY			"Summary of Feudal Cavalry."
UNIT_FEUDAL_INFANTRY_SUMMARY			"Summary of Feudal Infantry."
UNIT_FIELD_MARSHALL_SUMMARY			"Summary of Field Marshall."
UNIT_FIREBALL_SUMMARY				"Summary of Fireball."
UNIT_FIRE_TRIREME_SUMMARY			"Summary of Fire Trireme."
UNIT_FISHING_FLEET_SUMMARY			"Summary of Fishing Fleet."
UNIT_FORTRESS_BUILDER_SUMMARY			"Summary of Fortress Builder."
UNIT_FREYA_SUMMARY				"Summary of Freya."
UNIT_FRIGATE_SUMMARY				"Summary of Frigate."
UNIT_FROST_GIANT_SUMMARY			"Summary of Frost Giant."
UNIT_FUMES_SUMMARY				"Summary of Fumes."
UNIT_GALLEON_SUMMARY				"Summary of Galleon."
UNIT_GALLEY_SUMMARY				"Summary of Galley."
UNIT_GANDALF_I_SUMMARY				"Summary of Gandalf I."
UNIT_GANDALF_II_SUMMARY				"Summary of Gandalf Ii."
UNIT_GARGOYLE_SUMMARY				"Summary of Gargoyle."
UNIT_GENERAL_SUMMARY				"Summary of General."
UNIT_GENGHIS_SUMMARY				"Summary of Genghis."
UNIT_GENGHIS_KHAN_SUMMARY			"Summary of Genghis Khan."
UNIT_GENIE_SUMMARY				"Summary of Genie."
UNIT_GHOST_SUMMARY				"Summary of Ghost."
UNIT_GIANT_OTTERINE_SUMMARY			"Summary of Giant Otterine."
UNIT_GIANT_SPIDER_SUMMARY			"Summary of Giant Spider."
UNIT_GILGAMESH_SUMMARY				"Summary of Gilgamesh."
UNIT_GOBLIN_SUMMARY				"Summary of Goblin."
UNIT_GOBLINS_SUMMARY				"Summary of Goblins."
UNIT_GOLDEN_HORDE_SUMMARY			"Summary of Golden Horde."
UNIT_GOLEM_SUMMARY				"Summary of Golem."
UNIT_GONDOR_H1_SUMMARY				"Summary of Gondor H1."
UNIT_GONDOR_H2_SUMMARY				"Summary of Gondor H2."
UNIT_GONDOR_H3_SUMMARY				"Summary of Gondor H3."
UNIT_GONDOR_H4_SUMMARY				"Summary of Gondor H4."
UNIT_GONDOR_H5_SUMMARY				"Summary of Gondor H5."
UNIT_GONDOR_H6_SUMMARY				"Summary of Gondor H6."
UNIT_GONSALVO_SUMMARY				"Summary of Gonsalvo."
UNIT_GREAT_BATS_SUMMARY				"Summary of Great Bats."
UNIT_GREAT_EAGLES_SUMMARY			"Summary of Great Eagles."
UNIT_GREAT_GENERAL_SUMMARY			"Summary of Great General."
UNIT_GREAT_KING_SUMMARY				"Summary of Great King."
UNIT_GREAT_WIZARD_SUMMARY			"Summary of Great Wizard."
UNIT_GREAT_WYRM_SUMMARY				"Summary of Great Wyrm."
UNIT_GREEN_DRAGON_SUMMARY			"Summary of Green Dragon."
UNIT_GRIFFIN_SUMMARY				"Summary of Griffin."
UNIT_GUARDIAN_SPIRIT_SUMMARY			"Summary of Guardian Spirit."
UNIT_GUSTAVAS_ADOLPHUS_SUMMARY			"Summary of Gustavas Adolphus."
UNIT_HALBERDIER_SUMMARY				"Summary of Halberdier."
UNIT_HALFLING_SUMMARY				"Summary of Halfling."
UNIT_HAMMURABI_SUMMARY				"Summary of Hammurabi."
UNIT_HANNIBAL_SUMMARY				"Summary of Hannibal."
UNIT_HARADRIM_H1_SUMMARY			"Summary of Haradrim H1."
UNIT_HARADRIM_H2_SUMMARY			"Summary of Haradrim H2."
UNIT_HARADRIM_H3_SUMMARY			"Summary of Haradrim H3."
UNIT_HAWKMEN_SUMMARY				"Summary of Hawkmen."
UNIT_HEAVY_CAVALRY_SUMMARY			"Summary of Heavy Cavalry."
UNIT_HEAVY_INFANTRY_SUMMARY			"Summary of Heavy Infantry."
UNIT_HEAVY_SPEARMAN_SUMMARY			"Summary of Heavy Spearman."
UNIT_HEAVY_SWORDSMAN_SUMMARY			"Summary of Heavy Swordsman."
UNIT_HELL_HOUNDS_SUMMARY			"Summary of Hell Hounds."
UNIT_HEPTIREME_SUMMARY				"Summary of Heptireme."
UNIT_HERACLIUS_SUMMARY				"Summary of Heraclius."
UNIT_HERNAN_CORTES_SUMMARY			"Summary of Hernan Cortes."
UNIT_HERO_SUMMARY				"Summary of Hero."
UNIT_HIRED_THUG_SUMMARY				"Summary of Hired Thug."
UNIT_HOBBITS_H1_SUMMARY				"Summary of Hobbits H1."
UNIT_HOBBITS_H2_SUMMARY				"Summary of Hobbits H2."
UNIT_HOBBITS_H3_SUMMARY				"Summary of Hobbits H3."
UNIT_HOPLITE_SUMMARY				"Summary of Hoplite."
UNIT_HOPLITE_ELITE_SUMMARY			"Summary of Hoplite Elite."
UNIT_HOPLITE_MILITIA_SUMMARY			"Summary of Hoplite Militia."
UNIT_HOPLITE_ORCS_SUMMARY			"Summary of Hoplite Orcs."
UNIT_HORSEMAN_SUMMARY				"Summary of Horseman."
UNIT_HORSEMAN_ELVES_SUMMARY			"Summary of Horseman Elves."
UNIT_HORSEMAN_ROHAN_SUMMARY			"Summary of Horseman Rohan."
UNIT_HOUSECARLS_SUMMARY				"Summary of Housecarls."
UNIT_HOVER_INFANTRY_MILITIA_SUMMARY		"Summary of Hover Infantry Militia."
UNIT_HUN_RAIDER_SUMMARY				"Summary of Hun Raider."
UNIT_HURRICANE_SUMMARY				"Summary of Hurricane."
UNIT_HYDRA_SUMMARY				"Summary of Hydra."
UNIT_HYPASPISTS_SUMMARY				"Summary of Hypaspists."
UNIT_HYPASPISTS_ELITE_SUMMARY			"Summary of Hypaspists Elite."
UNIT_HYPASPISTS_ORCS_SUMMARY			"Summary of Hypaspists Orcs."
UNIT_H_ANGMAR_SUMMARY				"Summary of H Angmar."
UNIT_H_ARNOR_SUMMARY				"Summary of H Arnor."
UNIT_H_DWARVES_SUMMARY				"Summary of H Dwarves."
UNIT_H_EASTERLING_SUMMARY			"Summary of H Easterling."
UNIT_H_GONDOR_SUMMARY				"Summary of H Gondor."
UNIT_H_HARADRIM_SUMMARY				"Summary of H Haradrim."
UNIT_H_HOBBITS_SUMMARY				"Summary of H Hobbits."
UNIT_H_ISENGARD_SUMMARY				"Summary of H Isengard."
UNIT_H_MORDOR_SUMMARY				"Summary of H Mordor."
UNIT_H_NORTHMEN_SUMMARY				"Summary of H Northmen."
UNIT_H_ROHAN_SUMMARY				"Summary of H Rohan."
UNIT_H_SINDAR_SUMMARY				"Summary of H Sindar."
UNIT_H_WARRIORS_SUMMARY				"Summary of H. Warriors."
UNIT_ICE_DRAKE_SUMMARY				"Summary of Ice Drake."
UNIT_IMPERIAL_ENVOY_SUMMARY			"Summary of Imperial Envoy."
UNIT_INFANTRYMAN_SUMMARY			"Summary of Infantryman."
UNIT_INFANTRYMAN_MILITIA_SUMMARY		"Summary of Infantryman Militia."
UNIT_INFECTOR_SUMMARY				"Summary of Infector."
UNIT_INFERNAL_DEVICE_SUMMARY			"Summary of Infernal Device."
UNIT_INFIDELS_SUMMARY				"Summary of Infidels."
UNIT_IRONCLAD_SUMMARY				"Summary of Ironclad."
UNIT_IRON_GOLEM_SUMMARY				"Summary of Iron Golem."
UNIT_I_HORSEMEN_SUMMARY				"Summary of I. Horsemen."
UNIT_JACK_OLANTERN_SUMMARY			"Summary of Jack O'Lantern."
UNIT_JAFAR_SUMMARY				"Summary of Jafar."
UNIT_JANISSARY_SUMMARY				"Summary of Janissary."
UNIT_JAN_ZISKA_SUMMARY				"Summary of Jan Ziska."
UNIT_JAVELINEER_SUMMARY				"Summary of Javelineer."
UNIT_JAVELIN_CAVALRY_SUMMARY			"Summary of Javelin Cavalry."
UNIT_JAVELIN_CAVALRY_ORCS_SUMMARY		"Summary of Javelin Cavalry Orcs."
UNIT_JAVELIN_CAVALRY_ROHAN_SUMMARY		"Summary of Javelin Cavalry Rohan."
UNIT_JORMUNGANDS_SPIT_SUMMARY			"Summary of Jormungand's Spit."
UNIT_KESHIK_SUMMARY				"Summary of Keshik."
UNIT_KHALID_IBN_AL_WALID_SUMMARY		"Summary of Khalid ibn al-Walid."
UNIT_KHUFU_SUMMARY				"Summary of Khufu."
UNIT_KING_SUMMARY				"Summary of King."
UNIT_KINGS_EYE_SUMMARY				"Summary of King's Eye."
UNIT_KNIGHT_SUMMARY				"Summary of Knight."
UNIT_KNIGHTS_SUMMARY				"Summary of Knights."
UNIT_KNIGHTS_HOSP_SUMMARY			"Summary of Knights Hosp.."
UNIT_KNIGHTS_TEMPLAR_SUMMARY			"Summary of Knights Templar."
UNIT_KNIGHT_TEMPLAR_SUMMARY			"Summary of Knight Templar."
UNIT_KRAKEN_SUMMARY				"Summary of Kraken."
UNIT_LEGAL_TEAM_SUMMARY				"Summary of Legal Team."
UNIT_LEGION_SUMMARY				"Summary of Legion."
UNIT_LEGION_DWARVES_SUMMARY			"Summary of Legion Dwarves."
UNIT_LEGION_ELITE_SUMMARY			"Summary of Legion Elite."
UNIT_LEGION_ISENGARD_SUMMARY			"Summary of Legion Isengard."
UNIT_LEGION_MILITIA_SUMMARY			"Summary of Legion Militia."
UNIT_LEGION_ORCS_SUMMARY			"Summary of Legion Orcs."
UNIT_LEIV_ERIKSON_SUMMARY			"Summary of Leiv Erikson."
UNIT_LEONIDAS_SUMMARY				"Summary of Leonidas."
UNIT_LICH_SUMMARY				"Summary of Lich."
UNIT_LIGHTNING_BOLT_SUMMARY			"Summary of Lightning Bolt."
UNIT_LIGHT_INFANTRY_SUMMARY			"Summary of Light Infantry."
UNIT_LONGBOAT_SUMMARY				"Summary of Longboat."
UNIT_LONGBOW_SUMMARY				"Summary of Longbow."
UNIT_LONGSHIP_SUMMARY				"Summary of Longship."
UNIT_LUDENDORF_SUMMARY				"Summary of Ludendorf."
UNIT_MACARTHUR_SUMMARY				"Summary of Macarthur."
UNIT_MAGE_SUMMARY				"Summary of Mage."
UNIT_MAGIC_ARROW_SUMMARY			"Summary of Magic Arrow."
UNIT_MALLEUS_SUMMARY				"Summary of Malleus."
UNIT_MAMELUKE_SUMMARY				"Summary of Mameluke."
UNIT_MAMLUKS_SUMMARY				"Summary of Mamluks."
UNIT_MAN_AT_ARMS_SUMMARY			"Summary of Man at Arms."
UNIT_MAN_AT_ARMS_ELITE_SUMMARY			"Summary of Man At Arms Elite."
UNIT_MAN_AT_ARMS_MILITIA_SUMMARY		"Summary of Man At Arms Militia."
UNIT_MAN_AT_ARMS_ORCS_SUMMARY			"Summary of Man At Arms Orcs."
UNIT_MARIUS_SUMMARY				"Summary of Marius."
UNIT_MARLBOROUGH_SUMMARY			"Summary of Marlborough."
UNIT_MARSHALL_SUMMARY				"Summary of Marshall."
UNIT_MECHANISED_INFANTRY_SUMMARY		"Summary of Mechanised Infantry."
UNIT_MEDIEVAL_INFANTRY_SUMMARY			"Summary of Medieval Infantry."
UNIT_MEDUSA_SUMMARY				"Summary of Medusa."
UNIT_MERCHANT_TRADER_SUMMARY			"Summary of Merchant Trader."
UNIT_MERFOLK_SUMMARY				"Summary of Merfolk."
UNIT_MERGUARDS_SUMMARY				"Summary of Merguards."
UNIT_MERMEN_SUMMARY				"Summary of Mermen."
UNIT_MIGRANT_SUMMARY				"Summary of Migrant."
UNIT_MINION_SUMMARY				"Summary of Minion."
UNIT_MINOTAUR_SUMMARY				"Summary of Minotaur."
UNIT_MONTEZUMA_SUMMARY				"Summary of Montezuma."
UNIT_MORDOR_H1_SUMMARY				"Summary of Mordor H1."
UNIT_MORDOR_H2_SUMMARY				"Summary of Mordor H2."
UNIT_MORDOR_H3_SUMMARY				"Summary of Mordor H3."
UNIT_MORDOR_H4_SUMMARY				"Summary of Mordor H4."
UNIT_MORDOR_H5_SUMMARY				"Summary of Mordor H5."
UNIT_MORDOR_H6_SUMMARY				"Summary of Mordor H6."
UNIT_MORDOR_H7_SUMMARY				"Summary of Mordor H7."
UNIT_MOSHE_DAYAN_SUMMARY			"Summary of Moshe Dayan."
UNIT_MOUNTED_ARCHER_SUMMARY			"Summary of Mounted Archer."
UNIT_MOUNTED_ARCHER_ELVES_SUMMARY		"Summary of Mounted Archer Elves."
UNIT_MOUNTED_ARCHER_ROHAN_SUMMARY		"Summary of Mounted Archer Rohan."
UNIT_MUMMY_SUMMARY				"Summary of Mummy."
UNIT_MURMAKIL_SUMMARY				"Summary of Murmakil."
UNIT_NAPOLEON_SUMMARY				"Summary of Napoleon."
UNIT_NEBUCHADNEZZAR_SUMMARY			"Summary of Nebuchadnezzar."
UNIT_NEBUCHADNEZZER_SUMMARY			"Summary of Nebuchadnezzer."
UNIT_NECROMANCER_SUMMARY			"Summary of Necromancer."
UNIT_NIGHT_RIDERS_SUMMARY			"Summary of Night Riders."
UNIT_NOMAD_SUMMARY				"Summary of Nomad."
UNIT_NORMAN_SCHWARZKOPF_SUMMARY			"Summary of Norman Schwarzkopf."
UNIT_OCEAN_FISHING_FLEET_SUMMARY		"Summary of Ocean Fishing Fleet."
UNIT_OGRE_SUMMARY				"Summary of Ogre."
UNIT_OLD_MAN_SUMMARY				"Summary of Old Man."
UNIT_ONAGER_SUMMARY				"Summary of Onager."
UNIT_ORC_SUMMARY				"Summary of Orc."
UNIT_ORGANIZER_SUMMARY				"Summary of Organizer."
UNIT_OYAMA_SUMMARY				"Summary of Oyama."
UNIT_PACAL_SUMMARY				"Summary of Pacal."
UNIT_PALADINS_SUMMARY				"Summary of Paladins."
UNIT_PALANTIR_I_SUMMARY				"Summary of Palantir I."
UNIT_PALANTIR_II_SUMMARY			"Summary of Palantir Ii."
UNIT_PALANTIR_III_SUMMARY			"Summary of Palantir Iii."
UNIT_PALANTIR_IV_SUMMARY			"Summary of Palantir Iv."
UNIT_PARTISANS_SUMMARY				"Summary of Partisans."
UNIT_PATRIARCH_SUMMARY				"Summary of Patriarch."
UNIT_PATTON_SUMMARY				"Summary of Patton."
UNIT_PEACE_BUILDER_SUMMARY			"Summary of Peace Builder."
UNIT_PEASANT_SUMMARY				"Summary of Peasant."
UNIT_PEASANTS_SUMMARY				"Summary of Peasants."
UNIT_PEGASUS_SUMMARY				"Summary of Pegasus."
UNIT_PELTAST_SUMMARY				"Summary of Peltast."
UNIT_PEZHETAIROI_SUMMARY			"Summary of Pezhetairoi."
UNIT_PEZHETEROI_SUMMARY				"Summary of Pezheteroi."
UNIT_PHALANX_SUMMARY				"Summary of Phalanx."
UNIT_PHANTOM_WARRIORS_SUMMARY			"Summary of Phantom Warriors."
UNIT_PHOENIX_SUMMARY				"Summary of Phoenix."
UNIT_PIKEMAN_SUMMARY				"Summary of Pikeman."
UNIT_PIKEMAN_MILITIA_SUMMARY			"Summary of Pikeman Militia."
UNIT_PIKEMEN_SUMMARY				"Summary of Pikemen."
UNIT_PIKEMEN_ELITE_SUMMARY			"Summary of Pikemen Elite."
UNIT_PIKEMEN_ORCS_SUMMARY			"Summary of Pikemen Orcs."
UNIT_PLUNDER_SUMMARY				"Summary of Plunder."
UNIT_PLUNDER_I_SUMMARY				"Summary of Plunder I."
UNIT_PLUNDER_II_SUMMARY				"Summary of Plunder Ii."
UNIT_PLUNDER_III_SUMMARY			"Summary of Plunder III."
UNIT_PLUNDER_II_CAPTIVES_SUMMARY		"Summary of Plunder II - Captives."
UNIT_PLUNDER_IV_SUMMARY				"Summary of Plunder IV."
UNIT_PORPOISE_POD_SUMMARY			"Summary of Porpoise Pod."
UNIT_PRAETORIAN_SUMMARY				"Summary of Praetorian."
UNIT_PRAETORIANS_SUMMARY			"Summary of Praetorians."
UNIT_PRINCESS_SUMMARY				"Summary of Princess."
UNIT_PROPHET_SUMMARY				"Summary of Prophet."
UNIT_QUINQUEREME_SUMMARY			"Summary of Quinquereme."
UNIT_RAIDER_SUMMARY				"Summary of Raider."
UNIT_RAMESSES_SUMMARY				"Summary of Ramesses."
UNIT_RAMSES_SUMMARY				"Summary of Ramses."
UNIT_RANGERS_SUMMARY				"Summary of Rangers."
UNIT_RED_DRAGON_SUMMARY				"Summary of Red Dragon."
UNIT_REED_BOAT_SUMMARY				"Summary of Reed Boat."
UNIT_RICHARD_THE_LIONHEART_SUMMARY		"Summary of Richard The Lionheart."
UNIT_RJAK_SUMMARY				"Summary of Rjak."
UNIT_ROC_SUMMARY				"Summary of Roc."
UNIT_ROGUE_THIEF_SUMMARY			"Summary of Rogue Thief."
UNIT_ROHAN_H1_SUMMARY				"Summary of Rohan H1."
UNIT_ROHAN_H2_SUMMARY				"Summary of Rohan H2."
UNIT_ROHAN_H3_SUMMARY				"Summary of Rohan H3."
UNIT_ROHAN_H4_SUMMARY				"Summary of Rohan H4."
UNIT_ROHAN_H5_SUMMARY				"Summary of Rohan H5."
UNIT_ROMMEL_SUMMARY				"Summary of Rommel."
UNIT_SALADIN_SUMMARY				"Summary of Saladin."
UNIT_SALAMANDER_SUMMARY				"Summary of Salamander."
UNIT_SAMURAI_SUMMARY				"Summary of Samurai."
UNIT_SAPHIA_SUMMARY				"Summary of Saphia."
UNIT_SARGON_SUMMARY				"Summary of Sargon."
UNIT_SCIENCE_BUILDER_SUMMARY			"Summary of Science Builder."
UNIT_SCIPIO_AFRICANUS_SUMMARY			"Summary of Scipio Africanus."
UNIT_SCOUT_SUB_SUMMARY				"Summary of Scout Sub."
UNIT_SERENA_SUMMARY				"Summary of Serena."
UNIT_SETTLER_SUMMARY				"Summary of Settler."
UNIT_SETTLERCOLONIST_SUMMARY			"Summary of Settler/Colonist."
UNIT_SETTLERS_SUMMARY				"Summary of Settlers."
UNIT_SHIELD_BOAT_SUMMARY			"Summary of Shield Boat."
UNIT_SHIP_SUMMARY				"Summary of Ship."
UNIT_SHIP_OF_THE_LINE_SUMMARY			"Summary of Ship of the Line."
UNIT_SIEGE_CATAPULT_SUMMARY			"Summary of Siege Catapult."
UNIT_SIEGE_ENGINE_SUMMARY			"Summary of Siege Engine."
UNIT_SINDAR_H1_SUMMARY				"Summary of Sindar H1."
UNIT_SINDAR_H2_SUMMARY				"Summary of Sindar H2."
UNIT_SINDAR_H2A_SUMMARY				"Summary of Sindar H2A."
UNIT_SINDAR_H3_SUMMARY				"Summary of Sindar H3."
UNIT_SINDAR_H4_SUMMARY				"Summary of Sindar H4."
UNIT_SKELETON_SUMMARY				"Summary of Skeleton."
UNIT_SKELETONS_SUMMARY				"Summary of Skeletons."
UNIT_SKIDBLADNIR_SUMMARY			"Summary of Skidbladnir."
UNIT_SLAVEMASTER_SUMMARY			"Summary of Slavemaster."
UNIT_SLAVER_SUMMARY				"Summary of Slaver."
UNIT_SLAVE_TRADER_SUMMARY			"Summary of Slave Trader."
UNIT_SLINGER_SUMMARY				"Summary of Slinger."
UNIT_SLINGER_ELVES_SUMMARY			"Summary of Slinger Elves."
UNIT_SLINGER_ORCS_SUMMARY			"Summary of Slinger Orcs."
UNIT_SMAUG_SUMMARY				"Summary of Smaug."
UNIT_SOLIMAN_THE_MAGNIFICENT_SUMMARY		"Summary of Soliman The Magnificent."
UNIT_SORCERER_SUMMARY				"Summary of Sorcerer."
UNIT_SPARTACUS_SUMMARY				"Summary of Spartacus."
UNIT_SPEARMAN_SUMMARY				"Summary of Spearman."
UNIT_SPEARMAN_ELITE_SUMMARY			"Summary of Spearman Elite."
UNIT_SPEARMAN_MILITIA_SUMMARY			"Summary of Spearman Militia."
UNIT_SPEARMAN_ORCS_SUMMARY			"Summary of Spearman Orcs."
UNIT_SPEARMEN_SUMMARY				"Summary of Spearmen."
UNIT_SPY_SUMMARY				"Summary of Spy."
UNIT_STEAM_CANNON_SUMMARY			"Summary of Steam Cannon."
UNIT_STORM_SUMMARY				"Summary of Storm."
UNIT_STORM_DRAKE_SUMMARY			"Summary of Storm Drake."
UNIT_STORM_GIANT_SUMMARY			"Summary of Storm Giant."
UNIT_SUN_TZU_SUMMARY				"Summary of Sun Tzu."
UNIT_SUPPLY_TRAIN_SUMMARY			"Summary of Supply Train."
UNIT_SWORDSMAN_SUMMARY				"Summary of Swordsman."
UNIT_SWORDSMEN_SUMMARY				"Summary of Swordsmen."
UNIT_TARKAN_SUMMARY				"Summary of Tarkan."
UNIT_TAURON_SUMMARY				"Summary of Tauron."
UNIT_TEUTONIC_KNIGHT_SUMMARY			"Summary of Teutonic Knight."
UNIT_TIGER_SUMMARY				"Summary of Tiger."
UNIT_TITAN_SUMMARY				"Summary of Titan."
UNIT_TOKUGAWA_SUMMARY				"Summary of Tokugawa."
UNIT_TOWN_WATCH_SUMMARY				"Summary of Town Watch."
UNIT_TRADE_CART_SUMMARY				"Summary of Trade Cart."
UNIT_TRANSPORT_SUMMARY				"Summary of Transport."
UNIT_TREBUCHET_SUMMARY				"Summary of Trebuchet."
UNIT_TREEFOLK_SUMMARY				"Summary of Treefolk."
UNIT_TREE_GUARDS_SUMMARY			"Summary of Tree Guards."
UNIT_TRIBAL_LEADER_SUMMARY			"Summary of Tribal Leader."
UNIT_TRIREME_SUMMARY				"Summary of Trireme."
UNIT_TRITON_LEGION_SUMMARY			"Summary of Triton Legion."
UNIT_TROLL_SUMMARY				"Summary of Troll."
UNIT_TROLLS_SUMMARY				"Summary of Trolls."
UNIT_TURCOPOLES_SUMMARY				"Summary of Turcopoles."
UNIT_TUTHMOSIS_III_SUMMARY			"Summary of Tuthmosis Iii."
UNIT_ULYSSES_GRANT_SUMMARY			"Summary of Ulysses Grant."
UNIT_UNDEAD_DRAGON_SUMMARY			"Summary of Undead Dragon."
UNIT_UNICORN_SUMMARY				"Summary of Unicorn."
UNIT_UNSPEAKABLE_HORROR_SUMMARY			"Summary of Unspeakable Horror."
UNIT_VAMPIRE_SUMMARY				"Summary of Vampire."
UNIT_VARANG_GUARD_SUMMARY			"Summary of Varang. Guard."
UNIT_VERCINGETORIX_SUMMARY			"Summary of Vercingetorix."
UNIT_WARBEARS_SUMMARY				"Summary of Warbears."
UNIT_WARLOCK_SUMMARY				"Summary of Warlock."
UNIT_WARRAX_SUMMARY				"Summary of Warrax."
UNIT_WARRIOR_SUMMARY				"Summary of Warrior."
